query,stakeholders,roles,topics,concepts,rounds,time (ms)
tiramisu,3,0,3,50,1000,14168
tiramisu,3,0,2,50,1,180
tiramisu,3,0,2,10,300,3170
mongolian,3,0,1,1,300,853
mongolian,3,0,3,50,10000,18693
tiramisu,3,0,1,3,30,87
tiramisu,3,0,3,3,30,155
mongolian,3,0,1,3,30,162
mongolian,3,0,2,3,100,165
tiramisu,3,0,3,50,10000,13885620
mongolian,3,0,2,10,300,1478
tiramisu,3,0,3,50,30,1733
tiramisu,3,0,3,50,100,4128
tiramisu,3,0,3,50,3000,42507
mongolian,3,0,3,1,10000,6928
mongolian,3,0,2,1,100,392
mongolian,3,0,2,50,30,2459
mongolian,3,0,1,3,30,428
mongolian,3,0,1,1,300,864
tiramisu,3,0,2,3,100,91
tiramisu,3,0,3,3,1000,914
tiramisu,3,0,2,10,10000,28722
tiramisu,3,0,2,50,3000,41547
tiramisu,3,0,1,50,1,1424
tiramisu,3,0,3,50,100,1424
mongolian,3,0,2,1,10000,6021
mongolian,3,0,2,3,100,132
tiramisu,3,0,3,50,1,1421
mongolian,3,0,3,1,100,65
tiramisu,3,0,1,3,10000,9741
tiramisu,3,0,1,3,3000,13024
tiramisu,3,0,2,10,100,27902
tiramisu,3,0,3,50,1,1017
tiramisu,3,0,2,50,1,1421
tiramisu,3,0,1,3,1000,965
mongolian,3,0,1,10,100,514
mongolian,3,0,3,3,1000,1167
tiramisu,3,0,2,10,100,286
tiramisu,3,0,3,3,10000,64379
tiramisu,3,0,2,50,30,1424
tiramisu,3,0,3,1,1,3183
mongolian,3,0,2,3,1,532
mongolian,3,0,1,50,30,152
tiramisu,3,0,2,10,100,1059
mongolian,3,0,3,50,10000,414549
tiramisu,3,0,1,1,300,191
mongolian,3,0,1,10,100,516
tiramisu,3,0,1,50,30,1402
mongolian,3,0,3,10,100,28171
tiramisu,3,0,3,1,300,1473
mongolian,3,0,2,10,3000,14788
tiramisu,3,0,2,50,10000,138835
mongolian,3,0,3,10,1000,280938
tiramisu,3,0,1,50,3000,118069
mongolian,3,0,1,10,300,2885
tiramisu,3,0,1,50,3000,19272
mongolian,3,0,1,50,3000,74238
tiramisu,3,0,2,10,1,314
mongolian,3,0,1,3,10000,15501
tiramisu,3,0,1,10,100,27834
mongolian,3,0,1,10,1000,1764
mongolian,3,0,1,50,3000,119106
mongolian,3,0,3,50,1,138991
mongolian,3,0,3,50,1,2452
mongolian,3,0,3,10,30,529
tiramisu,3,0,1,50,30,3908
tiramisu,3,0,3,3,1000,87119
mongolian,3,0,2,50,1000,1594
tiramisu,3,0,1,10,10000,2786297
tiramisu,3,0,2,50,30,138601
mongolian,3,0,1,1,1,3005
tiramisu,3,0,2,3,30,8599
tiramisu,3,0,3,1,100,124
mongolian,3,0,2,1,300,180
tiramisu,3,0,3,1,10000,4607
tiramisu,3,0,1,50,10000,15637
tiramisu,3,0,2,1,1,3105
tiramisu,3,0,1,10,1000,9518
tiramisu,3,0,2,50,3000,42392
tiramisu,3,0,1,10,3000,9265
mongolian,3,0,2,3,1000,5431
tiramisu,3,0,2,50,1000,1388654
tiramisu,3,0,3,50,1,138890
mongolian,3,0,2,3,10000,862606
tiramisu,3,0,1,3,100,90
mongolian,3,0,3,50,1,2483
mongolian,3,0,1,10,1,498
mongolian,3,0,1,50,1000,27720
mongolian,3,0,2,3,1,94
mongolian,3,0,1,1,1000,2835
mongolian,3,0,2,3,100,127
tiramisu,3,0,2,3,1,87
tiramisu,3,0,3,3,3000,19295
tiramisu,3,0,3,3,1,8716
mongolian,3,0,1,1,1,69
mongolian,3,0,3,50,10000,414793
tiramisu,3,0,1,10,300,215
tiramisu,3,0,1,10,3000,9242
mongolian,3,0,3,50,300,7449
tiramisu,3,0,2,3,30,92
mongolian,3,0,1,1,1,70
mongolian,3,0,3,10,100,262
tiramisu,3,0,1,1,300,102
tiramisu,3,0,3,10,3000,8461
tiramisu,3,0,3,3,1,112
mongolian,3,0,2,10,3000,15099
mongolian,3,0,3,10,10000,2807993
tiramisu,3,0,1,50,1,643
tiramisu,3,0,1,3,3000,1884
mongolian,3,0,2,3,30,8672
tiramisu,3,0,2,1,30,89
tiramisu,3,0,2,3,1,135
tiramisu,3,0,3,10,1,1155
mongolian,3,0,1,1,100,55
mongolian,3,0,1,1,300,219
tiramisu,3,0,3,3,3000,2958
tiramisu,3,0,1,50,100,3923
mongolian,3,0,2,50,1000,1386169
tiramisu,3,0,1,1,1,290
mongolian,3,0,1,50,300,7405
tiramisu,3,0,3,3,30,92
tiramisu,3,0,2,1,10000,10269
mongolian,3,0,2,50,1,151
mongolian,3,0,2,1,1,56
tiramisu,3,0,3,3,1,645
tiramisu,3,0,2,10,3000,8601
mongolian,3,0,1,50,1000,27767
tiramisu,3,0,2,1,100,92
mongolian,3,0,1,3,100,150
mongolian,3,0,1,50,3000,73365
mongolian,3,0,1,10,1,82
tiramisu,3,0,3,50,300,2108
mongolian,3,0,2,1,30,58
mongolian,3,0,2,1,30,71
tiramisu,3,0,2,50,300,424517
mongolian,3,0,1,10,10000,51228
tiramisu,3,0,3,3,100,114
tiramisu,3,0,3,3,3000,2941
tiramisu,3,0,3,50,100,183
tiramisu,3,0,2,10,1,238
mongolian,3,0,2,3,1,97
tiramisu,3,0,2,1,100,3325
tiramisu,3,0,1,1,10000,3843
mongolian,3,0,3,3,1,172
mongolian,3,0,1,10,100,568
mongolian,3,0,1,10,10000,2916209
mongolian,3,0,2,50,300,2052
mongolian,3,0,2,3,10000,9678
tiramisu,3,0,1,1,3000,93881
mongolian,3,0,2,10,1,96
mongolian,3,0,3,10,1,1206
mongolian,3,0,1,50,300,7756
tiramisu,3,0,2,10,100,29290
tiramisu,3,0,1,3,1,90
tiramisu,3,0,1,10,100,974
mongolian,3,0,3,1,1,3366
tiramisu,3,0,2,3,300,285
tiramisu,3,0,2,3,30,92
tiramisu,3,0,2,50,300,2075
mongolian,3,0,3,10,300,1591
tiramisu,3,0,1,50,30,145948
mongolian,3,0,2,1,1000,32469
mongolian,3,0,1,1,300,226
tiramisu,3,0,3,1,3000,3739
mongolian,3,0,1,50,100,143877
tiramisu,3,0,2,1,10000,3872
tiramisu,3,0,3,50,10000,18485
mongolian,3,0,3,3,100,117
tiramisu,3,0,2,3,10000,882291
tiramisu,3,0,2,1,1000,379
mongolian,3,0,2,10,300,86150
tiramisu,3,0,1,1,1,36
tiramisu,3,0,2,3,30,89
tiramisu,3,0,1,3,3000,13547
tiramisu,3,0,2,3,1,8920
tiramisu,3,0,3,3,300,489
mongolian,3,0,2,1,30,85
mongolian,3,0,3,1,1,120
tiramisu,3,0,3,3,30,100
mongolian,3,0,3,3,1,151
tiramisu,3,0,2,1,10000,3929
mongolian,3,0,3,1,3000,3590
mongolian,3,0,3,1,100,59
mongolian,3,0,1,3,30,95
tiramisu,3,0,1,10,1000,1817
tiramisu,3,0,3,3,100,98
mongolian,3,0,2,3,10000,899785
tiramisu,3,0,3,10,1,239
mongolian,3,0,2,50,3000,4950
tiramisu,3,0,3,10,1,303
mongolian,3,0,2,50,300,7626
tiramisu,3,0,3,50,100,4312
tiramisu,3,0,3,1,3000,3837
tiramisu,3,0,2,1,3000,94234
mongolian,3,0,1,3,300,195
mongolian,3,0,3,10,100,537
mongolian,3,0,3,10,10000,50072
tiramisu,3,0,1,50,100,1451
mongolian,3,0,2,10,30,28226
tiramisu,3,0,2,1,3000,1153
tiramisu,3,0,1,50,300,393
tiramisu,3,0,3,10,1000,298845
mongolian,3,0,1,10,1,502
tiramisu,3,0,1,10,3000,8641
tiramisu,3,0,3,1,1,36
mongolian,3,0,1,3,1,159
mongolian,3,0,2,10,30,515
tiramisu,3,0,3,50,100,4184
mongolian,3,0,3,1,300,343
tiramisu,3,0,2,10,30,28150
mongolian,3,0,2,1,3000,93197
mongolian,3,0,3,3,10000,16352
tiramisu,3,0,3,1,10000,13350
tiramisu,3,0,2,50,100,1425
tiramisu,3,0,1,50,1,139609
mongolian,3,0,3,50,1,2484
mongolian,3,0,1,10,300,1493
tiramisu,3,0,1,1,10000,3446
tiramisu,3,0,2,10,300,966
mongolian,3,0,2,50,300,12239
mongolian,3,0,2,3,1,95
mongolian,3,0,2,50,1000,28160
tiramisu,3,0,2,50,100,139728
mongolian,3,0,1,3,30,152
tiramisu,3,0,2,1,30,103
tiramisu,3,0,1,50,1000,9533
tiramisu,3,0,2,3,1000,915
tiramisu,3,0,2,50,300,556
mongolian,3,0,2,3,10000,53930
tiramisu,3,0,1,10,10000,96733
tiramisu,3,0,2,10,1,281
tiramisu,3,0,3,1,100,3221
mongolian,3,0,2,3,1,176
mongolian,3,0,1,1,100,296
mongolian,3,0,2,3,1,163
mongolian,3,0,3,10,1,28258
tiramisu,3,0,1,10,1,286
mongolian,3,0,1,3,1,62
tiramisu,3,0,2,3,10000,13111
mongolian,3,0,2,1,300,9312
mongolian,3,0,2,10,300,299
mongolian,3,0,2,50,10000,250446
tiramisu,3,0,1,1,3000,90009
tiramisu,3,0,3,10,1000,11652
mongolian,3,0,3,50,1000,1402008
mongolian,3,0,1,50,100,140016
tiramisu,3,0,3,3,300,453
mongolian,3,0,2,3,30,175
mongolian,3,0,1,10,300,1482
mongolian,3,0,1,10,1000,4995
mongolian,3,0,1,1,1000,745
mongolian,3,0,3,50,1000,1860
tiramisu,3,0,2,10,30,311
tiramisu,3,0,1,50,300,2834
mongolian,3,0,1,1,3000,1730
tiramisu,3,0,2,50,30,153
tiramisu,3,0,2,3,10000,54328
tiramisu,3,0,3,10,100,291
mongolian,3,0,1,50,3000,74899
mongolian,3,0,2,3,100,92
tiramisu,3,0,1,1,1,74
mongolian,3,0,1,10,300,216
mongolian,3,0,3,10,300,1498
mongolian,3,0,1,50,300,7372
tiramisu,3,0,3,50,10000,14290334
mongolian,3,0,2,50,3000,20348
mongolian,3,0,3,3,100,155
tiramisu,3,0,3,1,1,512
tiramisu,3,0,3,1,3000,3826
tiramisu,3,0,3,3,10000,9581
mongolian,3,0,3,1,30,501
tiramisu,3,0,2,50,1000,6726
mongolian,3,0,1,50,1000,1593
mongolian,3,0,1,3,1,92
tiramisu,3,0,3,10,10000,13563
tiramisu,3,0,3,1,100,43
mongolian,3,0,3,3,1,146
tiramisu,3,0,3,10,30,28182
mongolian,3,0,3,50,1,2487
tiramisu,3,0,1,1,1,35
tiramisu,3,0,2,10,30,103
tiramisu,3,0,3,10,10000,28979
mongolian,3,0,1,3,1,108
tiramisu,3,0,2,50,3000,4170528
tiramisu,3,0,2,50,300,416771
mongolian,3,0,2,3,30,172
tiramisu,3,0,1,1,1000,2842
tiramisu,3,0,1,3,300,271
mongolian,3,0,1,3,1,8463
tiramisu,3,0,2,3,30,8757
mongolian,3,0,2,3,300,25915
mongolian,3,0,1,3,1000,968
mongolian,3,0,1,3,30,8511
tiramisu,3,0,1,1,10000,6447
mongolian,3,0,1,3,1000,85172
tiramisu,3,0,1,50,1000,1386238
tiramisu,3,0,1,50,1,3930
mongolian,3,0,1,3,1,449
mongolian,3,0,1,50,3000,4158590
mongolian,3,0,1,3,1,8517
mongolian,3,0,1,3,1,8554
tiramisu,3,0,1,1,1000,742
mongolian,3,0,2,3,300,479
tiramisu,3,0,3,3,300,341
tiramisu,3,0,1,10,1,75
tiramisu,3,0,2,10,3000,6813
mongolian,3,0,2,1,100,58
tiramisu,3,0,1,10,10000,7794
mongolian,3,0,3,10,30,28036
tiramisu,3,0,3,3,10000,12341
tiramisu,3,0,3,1,1,43
tiramisu,3,0,3,50,3000,5462
tiramisu,3,0,3,1,300,407
mongolian,3,0,1,50,100,3916
tiramisu,3,0,3,3,3000,2973
mongolian,3,0,1,1,100,56
tiramisu,3,0,2,50,30,4026
tiramisu,3,0,2,1,1000,30860
mongolian,3,0,2,50,30,2484
mongolian,3,0,2,50,300,7450
tiramisu,3,0,3,1,1000,31990
mongolian,3,0,3,3,1,648
mongolian,3,0,1,3,30,432
tiramisu,3,0,2,3,100,87
mongolian,3,0,1,3,30,73
mongolian,3,0,3,1,3000,3416
tiramisu,3,0,1,3,100,113
tiramisu,3,0,2,1,30,3077
mongolian,3,0,3,1,300,9539
tiramisu,3,0,3,50,10000,141603
tiramisu,3,0,2,10,1,196
mongolian,3,0,1,3,1000,85258
mongolian,3,0,1,50,1000,6558
tiramisu,3,0,1,3,300,25583
mongolian,3,0,1,50,30,143
tiramisu,3,0,3,50,300,5192
mongolian,3,0,3,1,10000,11993
tiramisu,3,0,3,10,300,84289
mongolian,3,0,1,1,3000,2193
tiramisu,3,0,2,1,100,3093
mongolian,3,0,3,1,10000,48825
mongolian,3,0,3,10,30,525
tiramisu,3,0,1,10,3000,8550
tiramisu,3,0,1,3,30,106
tiramisu,3,0,1,3,300,25511
mongolian,3,0,3,3,3000,4825
tiramisu,3,0,1,3,30,61
tiramisu,3,0,2,3,100,8648
mongolian,3,0,3,3,100,146
mongolian,3,0,2,3,30,101
mongolian,3,0,2,50,1,2439
tiramisu,3,0,2,10,100,222
mongolian,3,0,1,3,100,8522
tiramisu,3,0,3,50,10000,13887190
tiramisu,3,0,3,50,1000,41811
mongolian,3,0,3,3,3000,19377
mongolian,3,0,1,50,1000,6510
tiramisu,3,0,3,3,30,259
tiramisu,3,0,2,50,30,1403
tiramisu,3,0,1,50,1,639
mongolian,3,0,2,10,100,233
tiramisu,3,0,2,50,100,139035
mongolian,3,0,3,50,300,417699
mongolian,3,0,2,3,1000,969
mongolian,3,0,3,10,100,28203
mongolian,3,0,1,1,3000,1762
mongolian,3,0,3,3,3000,19180
mongolian,3,0,2,50,1,2482
tiramisu,3,0,1,3,1000,903
tiramisu,3,0,2,3,1000,943
tiramisu,3,0,1,1,1,2993
mongolian,3,0,3,3,1000,1156
mongolian,3,0,3,3,30,155
tiramisu,3,0,1,10,100,317
tiramisu,3,0,2,1,10000,309774
tiramisu,3,0,1,50,3000,19384
mongolian,3,0,1,1,3000,89782
tiramisu,3,0,2,10,3000,3204
tiramisu,3,0,2,50,10000,407787
mongolian,3,0,1,10,1,181
mongolian,3,0,2,50,1,160
tiramisu,3,0,3,50,1,4295
tiramisu,3,0,2,1,1,42
tiramisu,3,0,3,3,1,642
tiramisu,3,0,3,10,3000,35149
tiramisu,3,0,3,50,300,4250
mongolian,3,0,2,50,100,152
mongolian,3,0,1,3,100,109
tiramisu,3,0,2,50,1000,6729
mongolian,3,0,1,1,3000,1743
tiramisu,3,0,3,10,10000,29463
tiramisu,3,0,1,1,100,59
tiramisu,3,0,1,50,3000,118279
tiramisu,3,0,3,10,1000,2901
tiramisu,3,0,3,3,10000,9905
tiramisu,3,0,2,3,30,94
tiramisu,3,0,1,1,10000,3908
mongolian,3,0,3,3,10000,16134
mongolian,3,0,1,10,30,515
mongolian,3,0,1,1,10000,7817
mongolian,3,0,1,3,1000,963
mongolian,3,0,3,50,300,2108
tiramisu,3,0,2,3,1,537
mongolian,3,0,1,50,100,138966
tiramisu,3,0,1,1,300,218
tiramisu,3,0,1,10,3000,5273
mongolian,3,0,3,3,10000,15637
mongolian,3,0,2,3,1000,1566
tiramisu,3,0,2,3,100,542
mongolian,3,0,3,1,1000,1198
mongolian,3,0,2,1,10000,6077
mongolian,3,0,3,1,10000,11436
mongolian,3,0,3,10,30,28154
tiramisu,3,0,1,50,300,4226
tiramisu,3,0,2,1,300,1167
tiramisu,3,0,3,10,10000,2810781
tiramisu,3,0,3,1,10000,11381
mongolian,3,0,1,50,100,3986
mongolian,3,0,2,50,10000,245559
tiramisu,3,0,3,10,3000,35060
mongolian,3,0,3,3,10000,12373
mongolian,3,0,2,10,30,196
tiramisu,3,0,2,10,10000,105567
mongolian,3,0,3,1,1000,4913
mongolian,3,0,2,10,300,1494
mongolian,3,0,2,1,1000,1047
mongolian,3,0,1,10,3000,14795
tiramisu,3,0,3,50,100,173
tiramisu,3,0,3,10,30,1169
mongolian,3,0,2,50,30,138854
tiramisu,3,0,2,10,10000,9888
tiramisu,3,0,2,3,30,91
tiramisu,3,0,2,50,300,4150
tiramisu,3,0,1,3,1000,635
mongolian,3,0,2,50,30,2770
mongolian,3,0,3,1,300,1465
tiramisu,3,0,1,1,1000,2856
tiramisu,3,0,1,10,1,316
tiramisu,3,0,3,3,100,112
mongolian,3,0,3,1,100,123
mongolian,3,0,3,10,1000,2597
mongolian,3,0,2,1,1,85
tiramisu,3,0,3,1,3000,95679
tiramisu,3,0,1,50,1000,17187
mongolian,3,0,1,50,1,2517
mongolian,3,0,1,1,10000,28593
mongolian,3,0,2,10,30,535
tiramisu,3,0,2,50,3000,122231
mongolian,3,0,2,1,300,266
tiramisu,3,0,2,50,1,149
mongolian,3,0,1,3,300,25540
tiramisu,3,0,1,10,1000,730
mongolian,3,0,2,1,300,169
tiramisu,3,0,2,50,10000,15600
tiramisu,3,0,3,1,30,41
mongolian,3,0,1,10,30,527
tiramisu,3,0,1,50,30,944
tiramisu,3,0,1,1,300,848
mongolian,3,0,3,50,1000,41583
mongolian,3,0,3,10,30,1177
tiramisu,3,0,1,50,1,1384
mongolian,3,0,2,50,10000,404896
mongolian,3,0,1,3,30,99
mongolian,3,0,3,1,3000,3808
mongolian,3,0,2,3,3000,3664
mongolian,3,0,1,50,300,1964
mongolian,3,0,1,3,1000,664
mongolian,3,0,2,50,100,183
mongolian,3,0,2,1,1000,30935
tiramisu,3,0,1,50,300,386
tiramisu,3,0,1,10,1,80
mongolian,3,0,1,1,1,59
mongolian,3,0,1,1,3000,8518
tiramisu,3,0,2,50,100,156
tiramisu,3,0,3,50,300,3109
tiramisu,3,0,1,3,300,266
tiramisu,3,0,2,3,300,286
tiramisu,3,0,3,1,10000,11400
mongolian,3,0,3,3,300,476
tiramisu,3,0,1,50,30,1410
mongolian,3,0,3,1,3000,3787
mongolian,3,0,3,10,1000,1245
tiramisu,3,0,3,50,3000,6552
tiramisu,3,0,2,10,100,202
tiramisu,3,0,2,3,1000,1021
mongolian,3,0,3,10,300,1493
mongolian,3,0,2,1,30,57
mongolian,3,0,1,50,1000,1581
mongolian,3,0,3,3,1,174
tiramisu,3,0,3,10,1000,281469
tiramisu,3,0,3,10,1,231
mongolian,3,0,2,10,1,531
tiramisu,3,0,2,1,3000,1276
tiramisu,3,0,2,1,10000,9892
tiramisu,3,0,3,3,3000,19173
mongolian,3,0,3,10,100,1164
tiramisu,3,0,3,10,30,28115
tiramisu,3,0,2,1,1,3105
tiramisu,3,0,2,50,1000,13838
tiramisu,3,0,1,3,1000,923
tiramisu,3,0,2,10,1,202
mongolian,3,0,2,50,300,12172
tiramisu,3,0,2,10,300,614
tiramisu,3,0,3,50,100,175
mongolian,3,0,1,3,3000,2011
tiramisu,3,0,3,3,30,8724
tiramisu,3,0,2,10,100,1073
tiramisu,3,0,2,10,30,1041
mongolian,3,0,2,1,3000,11555
mongolian,3,0,2,10,1,28041
tiramisu,3,0,1,1,3000,2273
mongolian,3,0,2,50,300,7444
mongolian,3,0,2,3,3000,259010
tiramisu,3,0,2,3,100,8640
tiramisu,3,0,3,1,10000,319529
tiramisu,3,0,3,50,1,1424
mongolian,3,0,1,10,1,520
mongolian,3,0,3,3,30,167
mongolian,3,0,2,50,300,12232
mongolian,3,0,3,10,100,510
mongolian,3,0,3,1,10000,319415
mongolian,3,0,3,1,10000,6397
tiramisu,3,0,3,3,10000,9535
mongolian,3,0,2,10,1000,5050
tiramisu,3,0,3,3,1000,960
tiramisu,3,0,3,3,1000,923
tiramisu,3,0,2,1,1000,3887
tiramisu,3,0,1,10,300,827
mongolian,3,0,1,1,100,2992
tiramisu,3,0,1,3,30,86
mongolian,3,0,3,10,1,131
mongolian,3,0,2,50,1,2447
mongolian,3,0,2,1,10000,5756
tiramisu,3,0,3,10,100,221
mongolian,3,0,2,3,1,97
mongolian,3,0,1,1,1,60
mongolian,3,0,2,50,300,7371
mongolian,3,0,2,3,10000,12586
tiramisu,3,0,1,10,10000,2790183
mongolian,3,0,3,3,1,119
tiramisu,3,0,2,50,100,1426
mongolian,3,0,1,50,100,2763
tiramisu,3,0,3,50,3000,125661
tiramisu,3,0,3,10,100,139
mongolian,3,0,3,3,100,8736
mongolian,3,0,2,1,300,9251
tiramisu,3,0,1,3,1,8569
mongolian,3,0,2,10,300,320
mongolian,3,0,1,1,1,2996
mongolian,3,0,3,1,1,127
tiramisu,3,0,3,50,30,4131
tiramisu,3,0,1,10,1000,279032
mongolian,3,0,1,1,300,177
tiramisu,3,0,2,50,300,2016
tiramisu,3,0,2,1,100,96
mongolian,3,0,1,50,300,416118
mongolian,3,0,3,50,100,179
tiramisu,3,0,3,1,3000,95919
tiramisu,3,0,3,50,10000,141600
tiramisu,3,0,3,1,10000,319338
mongolian,3,0,3,10,100,231
mongolian,3,0,3,10,100,501
tiramisu,3,0,2,1,10000,3776
tiramisu,3,0,3,10,100,1182
tiramisu,3,0,3,1,1000,1193
tiramisu,3,0,1,3,1000,4351
mongolian,3,0,1,10,30,955
mongolian,3,0,2,50,10000,248008
mongolian,3,0,3,1,30,56
mongolian,3,0,2,10,10000,49518
mongolian,3,0,3,50,1,139034
tiramisu,3,0,2,10,30,1080
mongolian,3,0,2,10,10000,49389
mongolian,3,0,3,50,10000,281228
tiramisu,3,0,1,50,30,3937
tiramisu,3,0,2,3,1,8605
tiramisu,3,0,1,50,1,1383
tiramisu,3,0,2,1,1000,30891
mongolian,3,0,2,10,1,513
tiramisu,3,0,3,10,1,289
mongolian,3,0,2,1,1,3111
mongolian,3,0,3,50,3000,4176179
mongolian,3,0,3,3,3000,4866
tiramisu,3,0,2,50,10000,18691
mongolian,3,0,1,10,1000,1777
tiramisu,3,0,1,1,3000,1072
mongolian,3,0,3,1,100,120
mongolian,3,0,3,1,3000,3584
mongolian,3,0,1,3,30,8557
mongolian,3,0,2,10,100,204
mongolian,3,0,1,10,10000,2792024
tiramisu,3,0,1,1,300,218
tiramisu,3,0,1,10,1,985
tiramisu,3,0,3,10,3000,3730
tiramisu,3,0,3,1,300,133
mongolian,3,0,3,10,10000,2812167
mongolian,3,0,1,10,300,83755
mongolian,3,0,2,1,1000,1017
mongolian,3,0,3,1,10000,6283
tiramisu,3,0,3,50,1000,1811
tiramisu,3,0,1,50,1000,1389961
mongolian,3,0,3,50,100,4235
mongolian,3,0,1,3,10000,15772
tiramisu,3,0,1,50,3000,41826
mongolian,3,0,2,3,1000,1701
tiramisu,3,0,1,50,3000,42522
mongolian,3,0,1,1,100,70
tiramisu,3,0,3,10,100,304
tiramisu,3,0,3,10,30,121
mongolian,3,0,2,10,1000,280677
mongolian,3,0,1,3,1000,4341
mongolian,3,0,3,3,10000,16148
tiramisu,3,0,1,3,30,71
mongolian,3,0,3,1,1000,598
mongolian,3,0,3,1,300,192
tiramisu,3,0,3,1,1000,1271
mongolian,3,0,3,1,100,482
mongolian,3,0,3,3,30,153
tiramisu,3,0,2,50,100,139228
mongolian,3,0,1,3,30,163
tiramisu,3,0,2,10,1,28087
tiramisu,3,0,1,3,1000,927
mongolian,3,0,2,10,1,501
mongolian,3,0,3,50,3000,126027
tiramisu,3,0,3,10,100,231
tiramisu,3,0,2,1,1,108
mongolian,3,0,3,10,1,28147
tiramisu,3,0,3,3,30,89
tiramisu,3,0,2,1,100,37
tiramisu,3,0,2,10,300,3164
tiramisu,3,0,2,1,10000,39128
mongolian,3,0,1,50,1,2493
tiramisu,3,0,3,50,30,4222
mongolian,3,0,1,10,300,83847
mongolian,3,0,1,50,1,2477
mongolian,3,0,1,1,300,173
tiramisu,3,0,1,1,300,179
mongolian,3,0,2,3,100,135
mongolian,3,0,1,10,1,492
mongolian,3,0,2,50,3000,122837
mongolian,3,0,3,10,100,511
mongolian,3,0,2,10,10000,20560
mongolian,3,0,1,50,100,2784
mongolian,3,0,2,1,300,207
mongolian,3,0,1,3,3000,4741
mongolian,3,0,1,1,3000,1766
tiramisu,3,0,3,3,3000,4525
tiramisu,3,0,2,1,30,39
mongolian,3,0,1,50,3000,74621
tiramisu,3,0,1,1,1000,30071
tiramisu,3,0,3,10,3000,7790
mongolian,3,0,3,10,1,498
mongolian,3,0,3,10,1,135
mongolian,3,0,2,3,3000,3690
tiramisu,3,0,3,1,10000,3702
mongolian,3,0,3,10,30,236
mongolian,3,0,3,10,30,507
mongolian,3,0,1,1,3000,2220
mongolian,3,0,3,1,300,9567
tiramisu,3,0,3,10,30,229
mongolian,3,0,2,1,100,95
tiramisu,3,0,1,50,10000,141379
tiramisu,3,0,3,3,1000,1514
tiramisu,3,0,2,3,3000,2898
mongolian,3,0,3,3,3000,4836
tiramisu,3,0,3,10,30,28086
tiramisu,3,0,2,1,1000,898
mongolian,3,0,3,1,300,1465
tiramisu,3,0,1,10,300,215
tiramisu,3,0,3,10,3000,34785
mongolian,3,0,1,3,3000,13097
mongolian,3,0,3,3,10000,16145
mongolian,3,0,2,1,100,101
mongolian,3,0,2,10,300,699
mongolian,3,0,2,10,100,239
tiramisu,3,0,2,50,1000,17326
mongolian,3,0,3,3,300,488
mongolian,3,0,3,50,30,2799
mongolian,3,0,1,10,300,2875
tiramisu,3,0,2,1,300,261
tiramisu,3,0,3,3,30,124
mongolian,3,0,3,50,100,2464
mongolian,3,0,3,1,1,111
mongolian,3,0,3,50,1,138906
tiramisu,3,0,2,50,1,147
tiramisu,3,0,3,10,1000,3189
tiramisu,3,0,2,10,30,28044
tiramisu,3,0,1,1,3000,1041
mongolian,3,0,1,10,1,951
tiramisu,3,0,2,3,10000,54162
tiramisu,3,0,1,50,1,1424
tiramisu,3,0,2,50,300,12221
mongolian,3,0,3,1,100,57
tiramisu,3,0,3,10,10000,115894
mongolian,3,0,1,3,1,62
tiramisu,3,0,2,10,30,1087
mongolian,3,0,1,3,3000,2975
mongolian,3,0,2,10,100,28088
tiramisu,3,0,1,50,1,138905
tiramisu,3,0,2,50,30,1408
mongolian,3,0,1,3,1000,980
mongolian,3,0,3,3,3000,262174
tiramisu,3,0,1,50,100,138732
mongolian,3,0,1,10,300,83787
mongolian,3,0,1,50,30,2487
tiramisu,3,0,2,1,3000,93007
tiramisu,3,0,2,50,30,675
mongolian,3,0,2,1,3000,1737
mongolian,3,0,2,3,1000,904
tiramisu,3,0,1,10,100,956
tiramisu,3,0,1,10,10000,19744
mongolian,3,0,1,10,100,514
tiramisu,3,0,2,50,30,4088
mongolian,3,0,3,50,300,12511
tiramisu,3,0,2,1,1,3119
mongolian,3,0,2,50,30,2444
mongolian,3,0,1,50,100,646
tiramisu,3,0,3,3,1,143
tiramisu,3,0,3,3,1,152
mongolian,3,0,1,10,10000,18030
mongolian,3,0,3,10,30,1192
mongolian,3,0,2,3,10000,865069
tiramisu,3,0,2,3,1,93
tiramisu,3,0,1,1,1000,366
tiramisu,3,0,3,3,1,654
tiramisu,3,0,2,3,100,8649
mongolian,3,0,1,50,1,2480
tiramisu,3,0,2,10,1000,280639
tiramisu,3,0,1,10,3000,8578
mongolian,3,0,1,3,100,64
mongolian,3,0,2,3,3000,2714
mongolian,3,0,2,10,1000,4965
tiramisu,3,0,2,10,300,849
mongolian,3,0,3,1,30,503
mongolian,3,0,3,10,3000,3725
tiramisu,3,0,2,50,3000,4168543
mongolian,3,0,1,50,1,652
mongolian,3,0,3,10,1000,5355
mongolian,3,0,2,3,1000,1229
mongolian,3,0,3,1,3000,1745
tiramisu,3,0,2,50,1,4066
mongolian,3,0,3,10,300,809
mongolian,3,0,2,10,30,109
tiramisu,3,0,3,3,100,8721
tiramisu,3,0,3,3,1000,953
mongolian,3,0,2,1,1,56
mongolian,3,0,3,3,3000,4677
mongolian,3,0,1,50,10000,14062994
mongolian,3,0,1,1,100,76
tiramisu,3,0,3,10,10000,29118
tiramisu,3,0,2,10,300,1086
tiramisu,3,0,3,3,1,8893
tiramisu,3,0,3,1,100,45
